StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID1,QID29,QID2,QID3,QID3_7_TEXT,QID4,QID5,QID6_1,QID6_2,QID6_3,QID7_1,QID7_2,QID7_3,QID8_1,QID8_2,QID8_3,QID11_1,QID11_2,QID11_3,QID11_4,QID11_5,QID11_6,QID13_1,QID13_2,QID13_3,QID13_4,QID13_5,QID13_6,QID13_7,QID13_8,QID13_9,QID13_10,QID13_11,QID26,QID28_1,QID28_2,QID28_3,QID28_4,QID28_5,QID27_1,QID27_2,QID27_3,QID14_1,QID14_2,QID14_3,QID14_4,QID14_5,QID14_6,QID14_7,QID14_8,QID16,QID17,QID18,QID19,QID20,QID21,QID22,QID23,QID24,QID25,QID25_1_TEXT
2026-02-12 17:27:03,2026-02-12 17:38:05,0,49.207.61.39,100,662,1,2026-02-12 17:38:06,R_4EjfMFipZiyZQIZ,,,,,12.9753,77.591,anonymous,EN-GB,2,697f45f71ca7b64152ba38ee,2,2,,4,6,5,4,5,3,4,3,3,2,2,5,4,5,5,3,5,2,3,3,1,2,1,2,3,3,3,3,2,5,5,5,5,6,4,4,4,6,6,3,5,4,6,5,5,,5,4,2,1,2,3,3,3,2,
2026-02-12 17:41:30,2026-02-12 17:44:26,0,82.154.221.82,100,176,1,2026-02-12 17:44:27,R_2f6LpAS8ayQ4cX7,,,,,38.7677,-9.3006,anonymous,EN-GB,2,609a7d5287ca8fb83e0780d4,1,1,,3,6,5,5,4,4,5,5,5,5,5,5,5,6,6,5,6,4,3,4,3,4,4,3,4,5,4,4,2,5,4,5,5,5,7,6,6,5,5,4,5,5,6,5,5,,4,3,,,,,,,,
2026-02-12 17:38:53,2026-02-12 17:45:45,0,46.205.205.113,100,412,1,2026-02-12 17:45:45,R_2pWDI9JZxxT77uB,,,,,52.4056,16.9302,anonymous,EN-GB,2,69820f04f41ddd75351cbc61,2,7,"Release Manager, DevOps Team",5,6,4,6,7,5,6,7,5,6,5,6,2,7,4,4,6,4,3,3,1,2,4,1,3,3,1,1,2,5,4,6,6,4,6,7,6,6,6,4,6,4,5,4,6,,5,4,3,1,4,2,1,4,2,
2026-02-12 17:40:26,2026-02-12 17:46:39,0,177.74.139.175,100,372,1,2026-02-12 17:46:40,R_6rA2sDYbnw6sz5f,,,,,-29.7592,-51.1477,anonymous,EN-GB,2,697b446ae0f4e86f31412eed,2,2,,3,6,1,1,4,7,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,2,7,1,7,7,7,4,2,4,6,5,4,7,3,7,7,7,,3,2,2,1,4,2,1,3,2,
2026-02-12 17:34:32,2026-02-12 17:47:22,0,176.101.182.85,100,770,1,2026-02-12 17:47:23,R_2TvZ8NdlYN6fqg1,,,,,48.5477,17.9431,anonymous,EN-GB,2,6932ba422722a936d9dc7159,2,1,,5,6,6,6,7,5,5,2,2,6,2,5,6,5,2,5,4,4,3,3,3,2,3,4,2,1,3,1,2,6,6,7,6,5,2,3,6,6,6,5,7,5,6,4,4,"meditation is helping a lot to me ",3,2,3,1,5,2,2,3,2,
2026-02-12 17:38:26,2026-02-12 17:51:07,0,47.60.41.45,100,761,1,2026-02-12 17:51:08,R_8ZWA3grouNoihCF,,,,,41.6592,-4.7331,anonymous,EN-GB,2,697a6b3dbf6c417556471fed,2,2,,5,6,5,5,5,3,2,2,2,3,3,4,2,3,4,3,2,1,4,3,1,1,2,2,2,1,2,1,2,5,5,5,5,3,5,6,6,2,3,5,5,4,5,6,6,,4,3,1,1,2,1,3,1,2,
2026-02-12 17:38:30,2026-02-12 17:51:49,0,49.37.171.176,100,798,1,2026-02-12 17:51:50,R_9f4VzgHRvmpvxoB,,,,,12.9753,77.591,anonymous,EN-GB,2,697caeea1d9b49b996af048e,2,1,,5,6,5,4,3,5,2,2,2,4,3,5,5,3,5,2,5,3,2,2,1,1,1,3,4,3,3,3,2,5,6,5,6,6,6,7,6,6,6,7,5,6,6,7,6,I listen to soundtracks like that of Interstellar and Inception ( Time) for reducing stress and focusing on my work.,5,4,2,1,2,2,2,3,2,
2026-02-12 17:52:10,2026-02-12 17:55:45,0,46.7.163.100,100,214,1,2026-02-12 17:55:45,R_8Fr1VXJhhiswbZa,,,,,53.3402,-6.2712,anonymous,EN-GB,2,69203091564a7d1a74700ed4,2,3,,4,6,2,2,5,7,6,6,5,3,2,2,5,6,5,6,2,2,4,4,1,1,1,4,1,1,3,4,2,5,5,3,5,6,2,2,5,5,3,3,7,3,5,5,5,,5,4,3,1,5,4,4,5,2,
2026-02-12 18:04:26,2026-02-12 18:08:53,0,106.222.239.32,100,267,1,2026-02-12 18:08:55,R_9vjhclEglSA90JP,,,,,9.9406,76.2653,anonymous,EN-GB,2,697cb8acec7bf3f603df92e2,1,1,,1,6,5,5,5,5,6,5,4,4,4,6,2,5,7,7,6,3,3,2,2,3,3,3,2,2,3,4,2,5,5,6,6,5,4,4,4,2,5,7,7,7,7,7,7,"Meditation ",5,3,,,,,,,,
2026-02-12 18:01:59,2026-02-12 18:10:24,0,152.237.40.111,100,505,1,2026-02-12 18:10:25,R_1Svk3Qs3FbYvqWj,,,,,-22.9201,-43.0811,anonymous,EN-GB,2,697b26a40a18cb80098cb10b,2,2,,5,6,6,5,5,5,5,6,3,5,6,5,5,6,5,5,6,5,4,2,1,1,3,5,3,2,2,3,2,6,6,7,7,6,2,6,5,2,2,3,2,1,5,5,4,Practicing my hobbies has helped me manage my work-related stress and accumulated emotional burden.,5,4,2,1,2,4,4,5,2,
2026-02-12 18:07:19,2026-02-12 18:14:19,0,173.32.223.171,100,419,1,2026-02-12 18:14:19,R_6fIgu0SfNcpx8m8,,,,,47.5351,-52.7614,anonymous,EN-GB,2,69341c14fe52b900eb539e7f,2,2,,3,6,2,3,3,6,6,6,5,5,5,3,2,4,3,3,2,2,4,3,1,1,1,5,4,2,2,2,2,4,5,5,5,6,3,3,3,6,5,2,4,2,2,4,4,Our whole team works from home and we are told to take any time we need if you are feeling stress and need some time to take a break. I find this to be quite good and a great perk of working from home.,3,2,5,1,5,3,1,5,2,
2026-02-12 18:17:03,2026-02-12 18:26:46,0,37.116.199.245,100,583,1,2026-02-12 18:26:47,R_2EGzVJ1t09NPnX0,,,,,45.7418,9.1302,anonymous,EN-GB,2,6977a49b8c2a9dbeaa67bee2,2,1,,5,6,4,4,3,5,5,2,5,2,5,4,2,3,5,2,2,1,3,3,1,1,1,4,3,3,3,2,2,6,5,5,6,5,3,4,5,6,3,2,2,2,2,4,4,,3,2,2,2,2,3,1,2,2,
2026-02-12 18:08:42,2026-02-12 18:28:46,0,45.180.10.235,100,1204,1,2026-02-12 18:28:46,R_5kobwZ40JRbDglz,,,,,20.3706,-90.0508,anonymous,EN-GB,2,6916591b8ee73c0c532d6fb4,2,3,,5,6,2,3,3,2,2,1,1,1,2,6,6,6,7,3,3,3,3,2,2,1,2,3,1,1,1,1,2,6,6,7,7,7,6,7,6,2,2,5,6,3,6,6,6,"Journaling has been very useful to identify the cause of my emotional strain, and manage it properly",5,4,2,1,3,4,2,5,2,
2026-02-12 18:30:41,2026-02-12 18:38:19,0,95.19.167.174,100,458,1,2026-02-12 18:38:20,R_2ODMFdiuMxrcO95,,,,,38.6283,-0.6716,anonymous,EN-GB,2,697c7d0b3c55fdce3e2a7438,2,1,,4,6,6,5,6,5,5,4,3,1,1,6,5,5,6,3,2,1,2,2,2,2,2,3,3,2,2,1,2,5,4,6,5,3,5,6,4,4,4,5,3,6,4,5,4,,4,4,2,1,2,3,1,5,2,
2026-02-12 18:36:58,2026-02-12 18:43:10,0,2.224.12.183,100,371,1,2026-02-12 18:43:10,R_8LdH3ZKPe6EVNej,,,,,44.7805,10.8777,anonymous,EN-GB,2,5e1b3b93f07b72359c0c4ffe,2,1,,3,6,3,3,2,2,3,2,,2,2,2,3,3,3,2,2,2,2,3,2,2,2,2,2,2,3,3,2,5,5,4,4,4,2,4,4,4,5,6,6,5,5,5,4,When I have a ton of work to complete my coworkers help me,4,3,3,1,2,2,1,3,2,
2026-02-12 18:38:44,2026-02-12 18:43:28,0,187.212.243.5,100,284,1,2026-02-12 18:43:29,R_6c6JVTgbDD2LpXi,,,,,20.6381,-103.348,anonymous,EN-GB,2,566bdeb3beaf21001240085a,2,2,,2,6,2,2,2,2,5,4,6,2,2,2,2,2,2,2,1,2,3,3,2,4,3,4,2,1,2,2,2,3,6,6,6,6,6,5,6,2,2,6,5,3,2,4,4,,5,2,3,3,5,2,1,4,2,
2026-02-12 18:58:44,2026-02-12 19:03:04,0,164.5.253.237,100,260,1,2026-02-12 19:03:05,R_2uVWdZO3R2T1GGJ,,,,,50.8534,4.347,anonymous,EN-GB,2,"692552ac22a1de86c4976464 ",2,1,,5,6,5,6,6,6,6,7,5,5,6,6,6,7,6,6,7,4,4,4,3,3,4,4,5,4,4,5,2,7,7,7,7,6,3,2,4,2,2,1,2,1,2,1,1,,4,3,2,2,3,2,1,3,2,
2026-02-12 18:59:16,2026-02-12 19:07:47,0,202.179.95.94,100,511,1,2026-02-12 19:07:48,R_4P5H6Gbdmc4SE7b,,,,,19.0748,72.8856,anonymous,EN-GB,2," 69883fd267c670588c2afbb4",2,2,,5,6,2,2,3,2,3,2,2,3,3,2,5,4,4,2,3,3,2,2,1,2,2,3,2,2,2,2,2,4,6,6,5,7,6,7,5,5,6,6,6,5,4,6,6,Taking short breaks to breathe deeply and stretch helped me reset and stay calm during stressful moments.,4,3,1,1,2,2,1,3,2,
2026-02-12 19:54:39,2026-02-12 19:59:41,0,87.199.43.48,100,301,1,2026-02-12 19:59:42,R_8xFdnSPvtOBXQ7n,,,,,51.3717,19.364,anonymous,EN-GB,2,6972616a6116148b5545f0d1,2,2,,3,6,7,7,7,7,7,7,7,7,1,7,7,1,1,7,7,1,3,2,1,4,4,4,4,2,5,1,2,7,7,7,7,6,1,6,6,1,1,1,5,1,4,1,1,Going out with my friends in my free time or spending time with family,5,3,2,2,3,4,1,5,2,
2026-02-12 19:54:26,2026-02-12 20:00:00,0,49.36.241.253,100,333,1,2026-02-12 20:00:00,R_9I7iAZCrISt8Uut,,,,,26.9136,75.7858,anonymous,EN-GB,2,68e54271b188d748c1a258bb,2,6,,4,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1,1,1,1,1,1,1,2,6,6,4,5,4,6,6,6,6,6,6,6,6,6,6,6,Meditation sessions and body massage sessions are available at times to help us relieve the stress,3,4,3,1,5,2,2,3,2,
2026-02-12 20:00:17,2026-02-12 20:15:21,0,103.203.238.89,100,904,1,2026-02-12 20:15:22,R_41S4hZKftWDlKzn,,,,,-36.8869,174.769,anonymous,EN-GB,2,6917bf33c32f8eaeaee8479b,2,1,,5,6,5,4,4,6,4,5,2,3,2,4,5,3,6,6,6,2,3,2,2,1,2,3,3,3,2,3,2,5,6,6,5,5,5,4,3,2,3,6,7,6,6,6,7,Regular milestone celebration,5,2,3,1,5,2,1,4,2,
2026-02-12 20:19:59,2026-02-12 20:25:05,0,89.92.60.70,100,305,1,2026-02-12 20:25:05,R_8C2WPD3SaHoP46j,,,,,43.5892,5.0118,anonymous,EN-GB,2,696a9a8f6a7516dc18711c62,2,1,,5,6,5,5,4,4,5,4,3,2,2,5,1,2,3,3,3,1,3,2,1,1,2,3,4,2,4,5,2,5,5,2,6,5,5,5,4,5,3,3,6,5,5,4,6,,4,4,2,1,4,2,1,3,2,
2026-02-12 20:25:10,2026-02-12 20:26:51,0,45.155.40.133,100,101,1,2026-02-12 20:26:52,R_8AYXlxdurSPBEJ3,,,,,47.5,19.0412,anonymous,EN-GB,2,,2,6,,5,6,7,6,7,6,6,5,7,7,6,7,6,6,6,7,7,5,4,5,4,5,5,5,4,4,5,3,2,7,7,7,6,7,2,2,1,7,6,6,6,6,7,7,6,,5,3,2,1,4,2,1,4,2,
2026-02-12 20:55:55,2026-02-12 20:58:44,0,62.216.201.76,100,168,1,2026-02-12 20:58:44,R_269KZLobjmb7YfK,,,,,48.3781,10.8567,anonymous,EN-GB,2,6914dfad044c1fe6eb73ba35,2,1,,5,6,4,4,4,5,4,3,4,5,4,6,5,4,5,5,4,1,2,4,3,4,3,2,4,3,3,4,2,5,3,6,5,3,6,6,5,5,4,5,4,5,5,4,3,,4,3,2,1,3,3,1,5,2,
2026-02-12 21:25:28,2026-02-12 21:31:00,0,188.150.146.230,100,331,1,2026-02-12 21:31:00,R_8DUFkvlUXzjrr6E,,,,,57.7065,11.967,anonymous,EN-GB,2,697caeb370e9ebf2819ce072,2,1,,5,6,3,2,5,6,6,5,5,2,5,4,5,2,4,5,3,1,3,3,2,4,3,3,2,1,3,1,2,6,6,6,7,3,3,5,5,2,1,3,6,6,4,5,5,,3,2,2,2,4,2,3,5,1,One question had two questions in one it seemed? With automation / tooling and emotional debt
2026-02-12 21:33:14,2026-02-12 21:36:00,0,89.152.79.22,100,166,1,2026-02-12 21:36:00,R_8o6zhtvx4cg1uHw,,,,,39.2976,-7.4336,anonymous,EN-GB,2,697caf3fa966390164a40f44,2,6,,3,6,5,3,3,2,4,2,1,2,4,4,5,5,3,2,2,2,4,3,3,3,4,3,4,3,1,5,2,3,5,3,2,6,6,6,4,4,6,4,3,5,2,5,5,,5,3,3,1,5,4,4,4,2,
2026-02-12 21:51:37,2026-02-12 21:55:32,0,82.68.90.102,100,234,1,2026-02-12 21:55:33,R_8mdDE7HhRp2QaeZ,,,,,52.4259,-1.4628,anonymous,EN-GB,2,574061ecd700ea000ef44a8f,2,2,,4,6,7,7,7,6,7,6,2,5,6,6,7,,7,6,6,2,3,2,1,1,2,4,4,4,1,1,2,6,6,7,6,6,1,1,1,1,1,1,1,1,1,1,1,,5,2,3,1,2,4,4,5,2,
2026-02-12 21:55:37,2026-02-12 22:02:38,0,81.57.97.37,100,420,1,2026-02-12 22:02:38,R_2n8TPCIZEoejHX2,,,,,40.8449,14.2716,anonymous,EN-GB,2,,2,5,,5,6,7,7,7,7,7,3,5,7,2,6,7,7,6,7,7,1,4,5,5,5,4,3,4,4,2,5,2,7,7,6,7,6,1,2,1,1,1,1,3,1,1,1,1,,3,2,2,2,3,2,1,2,2,
2026-02-12 22:48:09,2026-02-12 22:50:45,0,86.150.178.44,100,155,1,2026-02-12 22:50:45,R_2dJT9uhHazmrLt7,,,,,50.7374,-3.4708,anonymous,EN-GB,2,58df90cecc6d9800018c5d58,2,2,,5,6,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,5,5,4,1,5,5,4,4,3,2,1,2,5,6,6,6,6,1,1,1,1,1,1,1,1,3,4,1,The only time I feel like my stress is managed is when I'm not working and on holiday.,5,3,3,2,,1,1,5,2,
2026-02-12 23:00:08,2026-02-12 23:08:18,0,87.196.72.115,100,489,1,2026-02-12 23:08:18,R_2L8ccbc24MRS2jz,,,,,38.729,-9.1551,anonymous,EN-GB,2,6989cbe1ec0087fc9a540678,2,2,,5,6,5,6,5,5,5,6,4,3,3,5,6,5,5,6,6,3,4,4,3,2,2,4,3,3,3,4,2,6,6,5,6,5,3,3,6,2,2,5,6,1,6,2,6,,5,2,2,1,3,4,2,4,2,
2026-02-12 23:02:49,2026-02-12 23:12:06,0,102.221.201.134,100,557,1,2026-02-12 23:12:07,R_84NrToTZnUd5Znz,,,,,-26.2309,28.0583,anonymous,EN-GB,2,60815c9ccdc192157a112560,2,1,,2,6,5,5,5,4,5,4,3,3,2,4,3,5,5,5,4,2,2,2,1,2,3,3,2,3,3,2,2,5,4,6,6,4,4,4,6,6,5,5,6,3,5,5,5,Physical exercise after hours,4,2,2,1,5,2,1,3,2,
2026-02-12 23:31:35,2026-02-12 23:33:54,0,217.216.56.3,100,139,1,2026-02-12 23:33:54,R_22zORkRjwNWwczL,,,,,43.8453,18.3592,anonymous,EN-GB,2,,2,1,,5,6,7,7,7,7,7,7,7,7,7,6,6,2,7,7,7,5,4,5,5,5,5,5,5,5,5,5,2,7,7,7,7,7,1,1,1,1,1,1,4,1,1,1,1,,5,2,2,4,4,1,1,5,2,
2026-02-12 23:34:10,2026-02-12 23:35:58,0,82.149.80.57,100,108,1,2026-02-12 23:35:59,R_8MQjbiakg4Qifpk,,,,,35.8956,14.5161,anonymous,EN-GB,2,,2,3,,5,6,7,6,6,7,7,7,6,6,6,7,7,7,7,7,7,4,5,4,5,4,5,4,5,4,5,4,2,7,7,7,7,6,2,3,2,1,1,1,1,3,1,1,3,,4,3,4,1,5,1,1,3,2,
2026-02-13 00:28:15,2026-02-13 00:32:37,0,90.129.212.131,100,261,1,2026-02-13 00:32:38,R_8Pa6nBV3ShgMfcd,,,,,59.3326,18.0651,anonymous,EN-GB,2,6982bea48e9bba3401d37b5e,2,1,,5,6,6,6,6,6,6,6,3,2,2,6,6,6,6,6,6,4,2,2,1,1,2,4,2,2,2,1,2,7,7,7,7,4,1,1,1,3,2,3,2,2,3,3,3,taking sick leave due to mental stress,4,4,3,1,5,4,3,5,1,"initial one, ""si"" is not in English :D"
2026-02-13 00:37:40,2026-02-13 00:42:37,0,89.141.144.253,100,297,1,2026-02-13 00:42:38,R_2DnnLToTdiW1aGq,,,,,41.4044,2.1754,anonymous,EN-GB,2,697a8b7517d1fec6fcd92535,2,3,,5,6,5,5,6,6,7,4,6,2,2,5,4,6,4,7,5,5,3,4,4,4,3,2,4,2,3,1,2,6,6,7,7,6,5,6,7,3,5,4,5,3,6,6,6,"out of the office team building, open and honest retrospective meetings, open door team  planning for the Q",3,2,3,1,5,4,3,5,2,
2026-02-13 00:50:32,2026-02-13 00:52:24,0,85.190.232.190,100,111,1,2026-02-13 00:52:24,R_8CJc51bBu69TKeo,,,,,41.8905,12.5127,anonymous,EN-GB,2,,2,2,,5,6,6,6,7,6,6,7,6,6,6,7,6,6,7,2,6,5,5,4,3,4,5,5,4,4,5,4,2,6,7,6,7,6,4,3,1,1,1,1,2,3,1,2,3,,4,2,2,2,4,1,1,2,2,
2026-02-13 00:55:24,2026-02-13 00:57:23,0,185.81.127.87,100,118,1,2026-02-13 00:57:23,R_2257EpouXAqeR2W,,,,,45.4722,9.1922,anonymous,EN-GB,2,,2,2,,5,6,6,6,7,7,2,6,7,7,7,7,7,7,7,7,7,5,4,4,5,4,4,4,4,4,4,4,2,7,7,7,7,7,1,1,1,2,2,2,1,1,1,1,4,,5,2,3,1,5,1,1,1,2,
2026-02-13 01:13:29,2026-02-13 01:21:24,0,125.100.137.19,100,474,1,2026-02-13 01:21:24,R_4WMzd6Ypkw9wSHb,,,,,35.69,139.69,anonymous,EN-GB,2,695d1672f133b8aa9cb044cd,2,1,,2,6,6,5,4,5,5,4,4,2,5,5,5,5,6,4,5,2,3,2,2,3,2,4,2,,2,3,2,5,5,6,6,4,2,3,2,2,2,4,4,4,4,4,4,Take a short walk during a short break.,4,3,2,1,5,1,1,1,2,
2026-02-13 01:34:32,2026-02-13 01:41:49,0,124.219.171.161,100,437,1,2026-02-13 01:41:50,R_9DFbYlfHjBUinYt,,,,,35.4779,139.5123,anonymous,EN-GB,2,697aa765a5ccc9f27c06189b,2,1,,4,6,5,5,5,4,3,2,2,1,5,4,6,6,3,5,6,1,4,3,1,2,2,4,2,2,2,4,2,6,6,6,6,7,5,5,6,5,2,6,2,6,7,6,6,"The business people often ask engineering team for a lunch and doing condition check, especially if they are new or if they havent got involved in any project yet. Inside the organization friendly banter also happens casually without any pressure. the business team always making sure that project will come eventually.",4,4,3,1,1,2,1,1,2,
2026-02-13 02:06:24,2026-02-13 02:15:01,0,205.254.163.237,100,516,1,2026-02-13 02:15:02,R_9ez63mirYOC51wx,,,,,12.9753,77.591,anonymous,EN-GB,2,697cd3e898ab3c5f151c0a0b,2,1,,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,1,1,1,3,1,1,1,1,2,1,1,1,1,1,7,7,7,7,7,7,7,7,1,7,7,"One practice that helped me manage stress at work was breaking tasks into small, prioritized steps and following a simple daily plan, which reduced overwhelm and gave me a clear sense of progress. I also took short walks or 5-minute breathing breaks between tasks to reset my focus and stay calm, which improved both my productivity and emotional balance.",3,1,1,2,2,4,2,3,2,
2026-02-13 02:09:55,2026-02-13 02:15:12,0,177.37.148.144,100,316,1,2026-02-13 02:15:13,R_1IF8QhqK7I1Q2ds,,,,,-8.1792,-36.0279,anonymous,EN-GB,2,697a76929654170d739b1d71,2,2,,5,6,5,6,6,6,6,6,5,4,6,5,6,5,6,5,6,4,3,3,1,2,3,4,3,2,2,3,2,6,7,7,6,4,5,5,4,5,4,5,5,3,5,3,4,"Just stopping, really. As soon as I feel i'm getting overwhelmed or can't focus I just take a time from the computer, around 10 minutes, so i can come back later with a fresh mind.",5,2,1,1,2,3,1,5,2,
2026-02-13 04:17:28,2026-02-13 04:27:31,0,105.209.182.203,100,603,1,2026-02-13 04:27:32,R_2pMiXfaFIRbpzeV,,,,,-26.2198,28.251,anonymous,EN-GB,2,64e6da067df73bb9a5285225,2,7,Soc analyst (recently changed roles),2,6,6,6,7,5,6,3,5,1,4,6,7,5,3,5,2,5,3,,1,1,3,4,2,2,2,5,2,3,3,6,4,5,1,2,6,6,2,1,4,4,3,4,3,N/A. I think I need a new Job before I can't adjust,3,2,1,1,2,3,1,1,2,
2026-02-13 05:49:28,2026-02-13 05:55:13,0,64.98.230.20,100,344,1,2026-02-13 05:55:13,R_6f3fmcFs0WI5lBu,,,,,38.8374,-104.8225,anonymous,EN-GB,2,698d0d1a310f1ee662ea1dfe,2,6,,3,6,5,5,5,2,2,2,3,3,3,3,3,5,4,5,5,3,4,4,2,2,1,3,3,2,2,2,2,6,6,6,7,6,6,7,6,4,5,6,6,5,5,5,6,,4,4,3,1,5,4,3,5,2,
2026-02-13 09:49:35,2026-02-13 09:50:45,0,212.97.70.18,100,69,1,2026-02-13 09:50:46,R_2atbwv0TPz1P4Wt,,,,,47.1322,9.5115,anonymous,EN-GB,2,698359503b06587280bbe6d9,2,2,,4,6,5,3,3,5,4,2,2,2,5,4,2,3,4,1,4,3,4,4,3,4,3,3,4,4,2,2,2,5,6,6,5,6,6,6,7,2,2,4,6,1,4,2,4,"Getting a rubber ducky to explain the problems to, and when I have built a lot of frustration, I go to the gun range or go hunting, which instantly relieves any frustrations",3,2,2,1,5,1,1,4,2,
2026-02-13 10:00:47,2026-02-13 10:02:27,0,45.137.76.11,100,99,1,2026-02-13 10:02:28,R_8dRoI2wwWfQIR5B,,,,,36.7296,3.0905,anonymous,EN-GB,2,698ad6eb10ae396f992b6e5c,2,2,,2,6,4,3,3,1,2,2,1,1,1,1,5,2,6,6,2,4,3,4,4,5,4,4,4,3,4,4,2,3,5,5,6,6,5,5,4,2,3,2,4,3,2,2,2,,5,2,2,1,4,2,1,3,2,
2026-02-13 10:06:17,2026-02-13 10:08:39,0,185.128.9.201,100,142,1,2026-02-13 10:08:39,R_8gFuzUVL84V1uZz,,,,,38.729,-9.1551,anonymous,EN-GB,2,6984c0ecce9fb12429040230,2,2,,4,6,3,4,4,5,4,3,1,2,2,3,4,3,2,6,2,3,4,3,4,4,2,2,3,3,3,3,2,6,6,6,6,7,5,5,3,4,4,4,6,3,7,5,5,Nicotine pouches. I use them whenever I have to finish something and I know it's going to be stressful.,5,3,3,2,4,1,1,4,2,
2026-02-13 10:11:56,2026-02-13 10:17:24,0,95.89.188.70,100,328,1,2026-02-13 10:17:25,R_2MrGv1bqkoKY2qW,,,,,50.3497,7.6016,anonymous,EN-GB,2,6966064db46fdc6dcac5b329,2,2,,5,6,3,4,3,3,2,3,3,2,2,5,4,5,4,3,5,1,2,2,1,1,2,3,3,2,2,3,2,4,3,3,2,5,5,4,4,6,5,6,6,4,5,6,5,,3,2,3,1,5,2,2,2,2,
2026-02-13 10:17:26,2026-02-13 10:21:05,0,94.132.146.57,100,218,1,2026-02-13 10:21:05,R_837tTBp4ptlxAcC,,,,,40.9784,-8.5585,anonymous,EN-GB,2,697cac298df77e6179e34baf,2,1,,5,6,3,3,2,5,4,4,3,3,2,3,1,3,4,3,4,1,3,3,1,2,1,3,2,1,2,1,2,6,6,4,6,2,5,5,5,3,5,5,5,3,5,5,5,,4,4,2,1,3,3,2,4,2,
2026-02-13 10:44:18,2026-02-13 10:45:33,0,155.133.65.207,100,75,1,2026-02-13 10:45:33,R_8HYaox6JTV7fDod,,,,,44.8412,-0.5806,anonymous,EN-GB,2,6980e6aed8b2f54c8c5e4725,2,2,,5,6,5,5,5,4,3,5,5,3,3,6,5,3,6,5,6,4,3,3,4,4,4,5,4,3,4,5,2,6,6,6,6,5,5,6,5,6,5,5,7,7,6,6,6,"Team-building activities, especially playing board games with colleagues, helped reduce stress and improve my mood at work.",5,4,4,1,5,1,1,3,2,
